,seq_len,image_path,pose
293,6,"['/home/mononoke/GitUploads/depth_and_yolov5/final_results/2channel_PIL/00/001475.png', '/home/mononoke/GitUploads/depth_and_yolov5/final_results/2channel_PIL/00/001476.png', '/home/mononoke/GitUploads/depth_and_yolov5/final_results/2channel_PIL/00/001477.png', '/home/mononoke/GitUploads/depth_and_yolov5/final_results/2channel_PIL/00/001478.png', '/home/mononoke/GitUploads/depth_and_yolov5/final_results/2channel_PIL/00/001479.png', '/home/mononoke/GitUploads/depth_and_yolov5/final_results/2channel_PIL/00/001480.png']","[[ 3.09830538e+00 -4.41887140e-02  7.63671330e-02 -1.25669300e+01
  -3.99174600e+00  1.78745200e+02 -9.96297300e-01  7.43154200e-02
   4.32315100e-02  7.62184500e-02  9.96112100e-01  4.41743300e-02
  -3.97806000e-02  4.73058000e-02 -9.98087900e-01]
 [ 3.09926844e+00 -4.24912875e-02  7.76640765e-02 -1.25080300e+01
  -3.96013800e+00  1.77502000e+02 -9.96232300e-01  7.57246100e-02
   4.22733900e-02  7.75159900e-02  9.96085700e-01  4.24785000e-02
  -3.88912500e-02  4.55953100e-02 -9.98202600e-01]
 [ 3.10017463e+00 -4.10245977e-02  7.77822201e-02 -1.24508100e+01
  -3.92774000e+00  1.76246100e+02 -9.96253500e-01  7.59441000e-02
   4.13713400e-02  7.76384300e-02  9.96137600e-01  4.10130900e-02
  -3.80968400e-02  4.40714300e-02 -9.98301700e-01]
 [ 3.10125291e+00 -4.14446559e-02  7.66506013e-02 -1.23960500e+01
  -3.89503800e+00  1.74987200e+02 -9.96380600e-01  7.48472300e-02
   4.02941700e-02  7.65098100e-02  9.96207600e-01  4.14327900e-02
  -3.70402200e-02  4.43657200e-02 -9.98328400e-01]
 [ 3.10195794e+00 -4.43049938e-02  7.45507467e-02 -1.23411900e+01
  -3.85934400e+00  1.73718700e+02 -9.96570000e-01  7.26730900e-02
   3.95854500e-02  7.44086200e-02  9.96243800e-01  4.42905000e-02
  -3.62180300e-02  4.70840700e-02 -9.98234100e-01]
 [ 3.10252763e+00 -4.66746464e-02  7.18783508e-02 -1.22840100e+01
  -3.82379000e+00  1.72450100e+02 -9.96787800e-01  6.99441500e-02
   3.90125500e-02  7.17382600e-02  9.96331600e-01  4.66577000e-02
  -3.56060000e-02  4.93065100e-02 -9.98148800e-01]]"
289,6,"['/home/mononoke/GitUploads/depth_and_yolov5/final_results/2channel_PIL/00/001456.png', '/home/mononoke/GitUploads/depth_and_yolov5/final_results/2channel_PIL/00/001457.png', '/home/mononoke/GitUploads/depth_and_yolov5/final_results/2channel_PIL/00/001458.png', '/home/mononoke/GitUploads/depth_and_yolov5/final_results/2channel_PIL/00/001459.png', '/home/mononoke/GitUploads/depth_and_yolov5/final_results/2channel_PIL/00/001460.png', '/home/mononoke/GitUploads/depth_and_yolov5/final_results/2channel_PIL/00/001461.png']","[[ 3.07938817e+00 -3.96893904e-02  7.30463454e-02 -1.38872800e+01
  -4.56012100e+00  2.01336000e+02 -9.95584400e-01  7.03802000e-02
   6.21154200e-02  7.29239300e-02  9.96547900e-01  3.96789700e-02
  -5.91083700e-02  4.40334600e-02 -9.97279900e-01]
 [ 3.07873146e+00 -3.97468963e-02  7.33304711e-02 -1.38127000e+01
  -4.53579400e+00  2.00191300e+02 -9.95525600e-01  7.06305200e-02
   6.27701800e-02  7.32069000e-02  9.96524800e-01  3.97364300e-02
  -5.97454300e-02  4.41538400e-02 -9.97236600e-01]
 [ 3.07811029e+00 -3.96497084e-02  7.40192859e-02 -1.37391200e+01
  -4.51109300e+00  1.99045100e+02 -9.95439000e-01  7.12949100e-02
   6.33898700e-02  7.38935900e-02  9.96478000e-01  3.96393200e-02
  -6.03405200e-02  4.41426200e-02 -9.97201300e-01]
 [ 3.07792057e+00 -3.99841862e-02  7.46192256e-02 -1.36658000e+01
  -4.48437300e+00  1.97891900e+02 -9.95386200e-01  7.18625100e-02
   6.35782100e-02  7.44904100e-02  9.96420200e-01  3.99735300e-02
  -6.04780100e-02  4.45250600e-02 -9.97175900e-01]
 [ 3.07795032e+00 -4.09710920e-02  7.40263471e-02 -1.35915000e+01
  -4.46145700e+00  1.96732600e+02 -9.95435100e-01  7.12111400e-02
   6.35460100e-02  7.38966900e-02  9.96424400e-01  4.09596300e-02
  -6.04020100e-02  4.54684900e-02 -9.97138000e-01]
 [ 3.07852318e+00 -4.17855099e-02  7.27809151e-02 -1.35149300e+01
  -4.43270900e+00  1.95572200e+02 -9.95561200e-01  6.99461700e-02
   6.29726500e-02  7.26532000e-02  9.96482000e-01  4.17733500e-02
  -5.98292200e-02  4.61630900e-02 -9.97140600e-01]]"
288,6,"['/home/mononoke/GitUploads/depth_and_yolov5/final_results/2channel_PIL/00/001451.png', '/home/mononoke/GitUploads/depth_and_yolov5/final_results/2channel_PIL/00/001452.png', '/home/mononoke/GitUploads/depth_and_yolov5/final_results/2channel_PIL/00/001453.png', '/home/mononoke/GitUploads/depth_and_yolov5/final_results/2channel_PIL/00/001454.png', '/home/mononoke/GitUploads/depth_and_yolov5/final_results/2channel_PIL/00/001455.png', '/home/mononoke/GitUploads/depth_and_yolov5/final_results/2channel_PIL/00/001456.png']","[[ 3.08640476e+00 -3.98616585e-02  7.68097435e-02 -1.42442900e+01
  -4.67753300e+00  2.06985200e+02 -9.95702300e-01  7.44256900e-02
   5.51160600e-02  7.66732800e-02  9.96259500e-01  3.98511000e-02
  -5.19439500e-02  4.39057500e-02 -9.97684300e-01]
 [ 3.08417152e+00 -3.90620666e-02  7.68448301e-02 -1.41797400e+01
  -4.65237700e+00  2.05869600e+02 -9.95577700e-01  7.44081100e-02
   5.73458000e-02  7.67106600e-02  9.96288300e-01  3.90521300e-02
  -5.42271500e-02  4.32784600e-02 -9.97590200e-01]
 [ 3.08210680e+00 -3.89923130e-02  7.59853298e-02 -1.41094100e+01
  -4.62736600e+00  2.04744300e+02 -9.95526800e-01  7.34670900e-02
   5.94055800e-02  7.58545300e-02  9.96356600e-01  3.89824300e-02
  -5.63252100e-02  4.33142300e-02 -9.97472400e-01]
 [ 3.08081630e+00 -3.89849071e-02  7.43059113e-02 -1.40364000e+01
  -4.60640900e+00  2.03614200e+02 -9.95575200e-01  7.17396900e-02
   6.06927900e-02  7.41811400e-02  9.96482800e-01  3.89750300e-02
  -5.76832600e-02  4.33048200e-02 -9.97395200e-01]
 [ 3.08006027e+00 -3.93358469e-02  7.33819540e-02 -1.39623800e+01
  -4.58142200e+00  2.02478800e+02 -9.95598700e-01  7.07655800e-02
   6.14459900e-02  7.32594000e-02  9.96537300e-01  3.93257000e-02
  -5.84503100e-02  4.36541000e-02 -9.97335300e-01]
 [ 3.07938817e+00 -3.96893904e-02  7.30463454e-02 -1.38872800e+01
  -4.56012100e+00  2.01336000e+02 -9.95584400e-01  7.03802000e-02
   6.21154200e-02  7.29239300e-02  9.96547900e-01  3.96789700e-02
  -5.91083700e-02  4.40334600e-02 -9.97279900e-01]]"
285,6,"['/home/mononoke/GitUploads/depth_and_yolov5/final_results/2channel_PIL/00/001436.png', '/home/mononoke/GitUploads/depth_and_yolov5/final_results/2channel_PIL/00/001437.png', '/home/mononoke/GitUploads/depth_and_yolov5/final_results/2channel_PIL/00/001438.png', '/home/mononoke/GitUploads/depth_and_yolov5/final_results/2channel_PIL/00/001439.png', '/home/mononoke/GitUploads/depth_and_yolov5/final_results/2channel_PIL/00/001440.png', '/home/mononoke/GitUploads/depth_and_yolov5/final_results/2channel_PIL/00/001441.png']","[[ 3.12385839e+00 -4.51325610e-02  7.06320817e-02 -1.47905400e+01
  -5.12743700e+00  2.22430100e+02 -9.97406200e-01  6.97641700e-02
   1.77152800e-02  7.05015000e-02  9.96490800e-01  4.51172400e-02
  -1.45055400e-02  4.62491600e-02 -9.98824600e-01]
 [ 3.12260891e+00 -4.42991994e-02  7.12033790e-02 -1.47761500e+01
  -5.09385000e+00  2.21503700e+02 -9.97346200e-01  7.02918800e-02
   1.89639800e-02  7.10734300e-02  9.96487500e-01  4.42847100e-02
  -1.57845200e-02  4.55150200e-02 -9.98838900e-01]
 [ 3.12195460e+00 -4.30278501e-02  7.36858001e-02 -1.47620500e+01
  -5.05793100e+00  2.20562700e+02 -9.97156400e-01  7.27625500e-02
   1.96186100e-02  7.35510000e-02  9.96363400e-01  4.30145700e-02
  -1.64174200e-02  4.43352100e-02 -9.98881700e-01]
 [ 3.12099523e+00 -4.07966295e-02  7.43941919e-02 -1.47440200e+01
  -5.02408100e+00  2.19600800e+02 -9.97085000e-01  7.34721100e-02
   2.05788300e-02  7.42637400e-02  9.96404200e-01  4.07853100e-02
  -1.75082500e-02  4.21946700e-02 -9.98955900e-01]
 [ 3.11959218e+00 -3.89746291e-02  7.61427445e-02 -1.47261900e+01
  -4.99043100e+00  2.18625200e+02 -9.96926500e-01  7.51960700e-02
   2.19819900e-02  7.60114200e-02  9.96345300e-01  3.89647600e-02
  -1.89716500e-02  4.05158800e-02 -9.98998700e-01]
 [ 3.11733081e+00 -3.82638180e-02  7.94251578e-02 -1.47081700e+01
  -4.95886300e+00  2.17630800e+02 -9.96627800e-01  7.83932000e-02
   2.42417100e-02  7.92836000e-02  9.96117800e-01  3.82544800e-02
  -2.11487100e-02  4.00474500e-02 -9.98973900e-01]]"
284,6,"['/home/mononoke/GitUploads/depth_and_yolov5/final_results/2channel_PIL/00/001431.png', '/home/mononoke/GitUploads/depth_and_yolov5/final_results/2channel_PIL/00/001432.png', '/home/mononoke/GitUploads/depth_and_yolov5/final_results/2channel_PIL/00/001433.png', '/home/mononoke/GitUploads/depth_and_yolov5/final_results/2channel_PIL/00/001434.png', '/home/mononoke/GitUploads/depth_and_yolov5/final_results/2channel_PIL/00/001435.png', '/home/mononoke/GitUploads/depth_and_yolov5/final_results/2channel_PIL/00/001436.png']","[[ 3.11994647e+00 -4.44241136e-02  6.47710815e-02 -1.48345700e+01
  -5.29610300e+00  2.26783800e+02 -9.97731600e-01  6.37514200e-02
   2.16231400e-02  6.46619400e-02  9.96918500e-01  4.44095000e-02
  -1.87253400e-02  4.57069500e-02 -9.98779300e-01]
 [ 3.12224008e+00 -4.51648070e-02  6.57171529e-02 -1.48217800e+01
  -5.26344700e+00  2.25953200e+02 -9.97712000e-01  6.47857300e-02
   1.93316300e-02  6.56028900e-02  9.96823800e-01  4.51494500e-02
  -1.63451900e-02  4.63143500e-02 -9.98793100e-01]
 [ 3.12394906e+00 -4.55403412e-02  6.73623994e-02 -1.48128600e+01
  -5.23208800e+00  2.25100600e+02 -9.97630800e-01  6.64996200e-02
   1.76243900e-02  6.72416800e-02  9.96697600e-01  4.55246000e-02
  -1.45388100e-02  4.66018300e-02 -9.98807700e-01]
 [ 3.12471338e+00 -4.57088363e-02  6.84503939e-02 -1.48059100e+01
  -5.20290100e+00  2.24227300e+02 -9.97568900e-01  6.76177700e-02
   1.68608400e-02  6.83255100e-02  9.96616100e-01  4.56929200e-02
  -1.37141300e-02  4.67338600e-02 -9.98813200e-01]
 [ 3.12466501e+00 -4.59112493e-02  6.92085577e-02 -1.47963800e+01
  -5.16770800e+00  2.23337100e+02 -9.97516900e-01  6.83684000e-02
   1.69090000e-02  6.90804500e-02  9.96554800e-01  4.58951200e-02
  -1.37129700e-02  4.69492300e-02 -9.98803100e-01]
 [ 3.12385839e+00 -4.51325610e-02  7.06320817e-02 -1.47905400e+01
  -5.12743700e+00  2.22430100e+02 -9.97406200e-01  6.97641700e-02
   1.77152800e-02  7.05015000e-02  9.96490800e-01  4.51172400e-02
  -1.45055400e-02  4.62491600e-02 -9.98824600e-01]]"
281,6,"['/home/mononoke/GitUploads/depth_and_yolov5/final_results/2channel_PIL/00/001414.png', '/home/mononoke/GitUploads/depth_and_yolov5/final_results/2channel_PIL/00/001415.png', '/home/mononoke/GitUploads/depth_and_yolov5/final_results/2channel_PIL/00/001416.png', '/home/mononoke/GitUploads/depth_and_yolov5/final_results/2channel_PIL/00/001417.png', '/home/mononoke/GitUploads/depth_and_yolov5/final_results/2channel_PIL/00/001418.png', '/home/mononoke/GitUploads/depth_and_yolov5/final_results/2channel_PIL/00/001419.png']","[[ 2.62589621e+00 -3.44768590e-03  5.32812159e-02 -1.61685500e+01
  -5.52016300e+00  2.37645700e+02 -8.68805600e-01  4.46322500e-02
   4.93137900e-01  5.32556900e-02  9.98574900e-01  3.44767900e-03
  -4.92281200e-01  2.92577500e-02 -8.69944300e-01]
 [ 2.68522963e+00 -6.94409924e-03  5.12832431e-02 -1.59803000e+01
  -5.52462900e+00  2.37181700e+02 -8.96638000e-01  4.29586600e-02
   4.40675600e-01  5.12595300e-02  9.98661200e-01  6.94404300e-03
  -4.39787300e-01  2.88151100e-02 -8.97639500e-01]
 [ 2.74233496e+00 -9.54480534e-03  5.35427494e-02 -1.58191400e+01
  -5.52175600e+00  2.36731500e+02 -9.20228100e-01  4.56030000e-02
   3.88716800e-01  5.35147300e-02  9.98521400e-01  9.54466000e-03
  -3.87706700e-01  2.95853300e-02 -9.21307800e-01]
 [ 2.79564287e+00 -1.18806798e-02  6.03083583e-02 -1.56815300e+01
  -5.51225000e+00  2.36244100e+02 -9.39286400e-01  5.26797200e-02
   3.39066400e-01  6.02675500e-02  9.98111500e-01  1.18804000e-02
  -3.37800200e-01  3.15937900e-02 -9.40687400e-01]
 [ 2.84566437e+00 -1.53362820e-02  6.34293825e-02 -1.55516900e+01
  -5.50834500e+00  2.35705600e+02 -9.54891800e-01  5.61682100e-02
   2.91593600e-01  6.33794000e-02  9.97871600e-01  1.53356800e-02
  -2.90111600e-01  3.31249300e-02 -9.56419300e-01]
 [ 2.89264967e+00 -2.08699857e-02  6.21639779e-02 -1.54317200e+01
  -5.50742900e+00  2.35164300e+02 -9.67620800e-01  5.50772300e-02
   2.46326000e-01  6.21104200e-02  9.97851100e-01  2.08684700e-02
  -2.44647200e-01  3.54921700e-02 -9.68962300e-01]]"
278,6,"['/home/mononoke/GitUploads/depth_and_yolov5/final_results/2channel_PIL/00/001401.png', '/home/mononoke/GitUploads/depth_and_yolov5/final_results/2channel_PIL/00/001402.png', '/home/mononoke/GitUploads/depth_and_yolov5/final_results/2channel_PIL/00/001403.png', '/home/mononoke/GitUploads/depth_and_yolov5/final_results/2channel_PIL/00/001404.png', '/home/mononoke/GitUploads/depth_and_yolov5/final_results/2channel_PIL/00/001405.png', '/home/mononoke/GitUploads/depth_and_yolov5/final_results/2channel_PIL/00/001406.png']","[[ 1.98113684e+00  1.39291102e-02  5.91192551e-02 -1.93308900e+01
  -5.31829400e+00  2.41150500e+02 -3.97470000e-01  3.63202600e-02
   9.16896100e-01  5.90790900e-02  9.98156100e-01 -1.39286600e-02
  -9.15711300e-01  4.86331500e-02 -3.98882900e-01]
 [ 2.01639466e+00  1.24240097e-02  6.02292849e-02 -1.90977800e+01
  -5.34270200e+00  2.41000700e+02 -4.29541600e-01  3.71332200e-02
   9.02283300e-01  6.01882300e-02  9.98109700e-01 -1.24236900e-02
  -9.01039000e-01  4.89703300e-02 -4.30964600e-01]
 [ 2.05508994e+00  1.07909497e-02  6.07420131e-02 -1.88530500e+01
  -5.38257600e+00  2.40845400e+02 -4.64145000e-01  3.77953100e-02
   8.84952500e-01  6.07011300e-02  9.98097600e-01 -1.07907400e-02
  -8.83676800e-01  4.87091400e-02 -4.65556200e-01]
 [ 2.09495872e+00  8.60398926e-03  6.12461182e-02 -1.86035500e+01
  -5.40465000e+00  2.40674100e+02 -4.99093700e-01  3.80685600e-02
   8.65711400e-01  6.12055700e-02  9.98088100e-01 -8.60388300e-03
  -8.64383800e-01  4.86922000e-02 -5.00469500e-01]
 [ 2.13744431e+00  6.91712129e-03  6.14799642e-02 -1.83463700e+01
  -5.42700600e+00  2.40465500e+02 -5.35434300e-01  3.88070100e-02
   8.43684900e-01  6.14397700e-02  9.98086800e-01 -6.91706600e-03
  -8.42339200e-01  4.81321600e-02 -5.36794100e-01]
 [ 2.18369488e+00  5.91314536e-03  5.88832218e-02 -1.80861300e+01
  -5.45153900e+00  2.40258100e+02 -5.73959300e-01  3.86809000e-02
   8.17969800e-01  5.88481700e-02  9.98249400e-01 -5.91311100e-03
  -8.16766500e-01  4.47421300e-02 -5.75230800e-01]]"
274,6,"['/home/mononoke/GitUploads/depth_and_yolov5/final_results/2channel_PIL/00/001380.png', '/home/mononoke/GitUploads/depth_and_yolov5/final_results/2channel_PIL/00/001381.png', '/home/mononoke/GitUploads/depth_and_yolov5/final_results/2channel_PIL/00/001382.png', '/home/mononoke/GitUploads/depth_and_yolov5/final_results/2channel_PIL/00/001383.png', '/home/mononoke/GitUploads/depth_and_yolov5/final_results/2channel_PIL/00/001384.png', '/home/mononoke/GitUploads/depth_and_yolov5/final_results/2channel_PIL/00/001385.png']","[[ 1.64109282e+00  1.23156609e-02  4.69574470e-02 -2.33242000e+01
  -5.16353200e+00  2.42322300e+02 -6.95845400e-02  1.55684000e-02
   9.97454600e-01  4.69366300e-02  9.98821900e-01 -1.23153500e-02
  -9.96471200e-01  4.59601900e-02 -7.02332900e-02]
 [ 1.65308069e+00  1.11931740e-02  5.32865832e-02 -2.30239100e+01
  -5.19021300e+00  2.42274500e+02 -8.14807500e-02  1.55168600e-02
   9.96554100e-01  5.32580300e-02  9.98518000e-01 -1.11929400e-02
  -9.95250900e-01  5.21624900e-02 -8.21863900e-02]
 [ 1.66488244e+00  8.08378353e-03  5.51472820e-02 -2.27450800e+01
  -5.20646000e+00  2.42231200e+02 -9.33609700e-02  1.32140200e-02
   9.95544700e-01  5.51175300e-02  9.98447100e-01 -8.08369600e-03
  -9.94105500e-01  5.41172500e-02 -9.39443000e-02]
 [ 1.67721713e+00  5.20115645e-03  5.52443038e-02 -2.24837800e+01
  -5.22143800e+00  2.42186900e+02 -1.05772500e-01  1.10288800e-02
   9.94329200e-01  5.52154600e-02  9.98460900e-01 -5.20113300e-03
  -9.92856200e-01  5.43521900e-02 -1.06218600e-01]
 [ 1.69014200e+00  3.80686304e-03  5.23051784e-02 -2.22492200e+01
  -5.23478000e+00  2.42149400e+02 -1.18702100e-01  9.99934800e-03
   9.92879600e-01  5.22809500e-02  9.98625100e-01 -3.80685400e-03
  -9.91552500e-01  5.14567900e-02 -1.19061700e-01]
 [ 1.70352134e+00  2.41359927e-03  5.04353663e-02 -2.20347100e+01
  -5.24831300e+00  2.42112400e+02 -1.32046800e-01  9.06089000e-03
   9.91202100e-01  5.04138400e-02  9.98725500e-01 -2.41359700e-03
  -9.89960600e-01  4.96515800e-02 -1.32335300e-01]]"
273,6,"['/home/mononoke/GitUploads/depth_and_yolov5/final_results/2channel_PIL/00/001375.png', '/home/mononoke/GitUploads/depth_and_yolov5/final_results/2channel_PIL/00/001376.png', '/home/mononoke/GitUploads/depth_and_yolov5/final_results/2channel_PIL/00/001377.png', '/home/mononoke/GitUploads/depth_and_yolov5/final_results/2channel_PIL/00/001378.png', '/home/mononoke/GitUploads/depth_and_yolov5/final_results/2channel_PIL/00/001379.png', '/home/mononoke/GitUploads/depth_and_yolov5/final_results/2channel_PIL/00/001380.png']","[[ 1.58681603e+00  1.62666374e-02  3.59419336e-02 -2.50640200e+01
  -5.07954000e+00  2.42465800e+02 -1.54242400e-02  1.68289600e-02
   9.99739400e-01  3.59294400e-02  9.99221900e-01 -1.62659200e-02
  -9.99235200e-01  3.56691800e-02 -1.60169000e-02]
 [ 1.59677996e+00  1.45412618e-02  3.60718359e-02 -2.46845100e+01
  -5.08841200e+00  2.42456000e+02 -2.54395800e-02  1.54633500e-02
   9.99556800e-01  3.60602000e-02  9.99243800e-01 -1.45407500e-02
  -9.99025700e-01  3.56742900e-02 -2.59779600e-02]
 [ 1.60708021e+00  1.26558476e-02  3.55740902e-02 -2.43187100e+01
  -5.10455400e+00  2.42437400e+02 -3.58031600e-02  1.39293900e-02
   9.99261800e-01  3.55637400e-02  9.99287300e-01 -1.26555100e-02
  -9.98725800e-01  3.50843700e-02 -3.62730200e-02]
 [ 1.61785750e+00  1.06186797e-02  3.61514242e-02 -2.39679000e+01
  -5.11992900e+00  2.42409300e+02 -4.66297000e-02  1.23001100e-02
   9.98836500e-01  3.61415100e-02  9.99290200e-01 -1.06184800e-02
  -9.98258200e-01  3.56043100e-02 -4.70411500e-02]
 [ 1.62922864e+00  1.09801700e-02  4.06412074e-02 -2.36368100e+01
  -5.14372400e+00  2.42368500e+02 -5.79055000e-02  1.33249100e-02
   9.98233200e-01  4.06275700e-02  9.99114000e-01 -1.09799500e-02
  -9.97495000e-01  3.99199800e-02 -5.83955500e-02]
 [ 1.64109282e+00  1.23156609e-02  4.69574470e-02 -2.33242000e+01
  -5.16353200e+00  2.42322300e+02 -6.95845400e-02  1.55684000e-02
   9.97454600e-01  4.69366300e-02  9.98821900e-01 -1.23153500e-02
  -9.96471200e-01  4.59601900e-02 -7.02332900e-02]]"
174,6,"['/home/mononoke/GitUploads/depth_and_yolov5/final_results/2channel_PIL/00/000885.png', '/home/mononoke/GitUploads/depth_and_yolov5/final_results/2channel_PIL/00/000886.png', '/home/mononoke/GitUploads/depth_and_yolov5/final_results/2channel_PIL/00/000887.png', '/home/mononoke/GitUploads/depth_and_yolov5/final_results/2channel_PIL/00/000888.png', '/home/mononoke/GitUploads/depth_and_yolov5/final_results/2channel_PIL/00/000889.png', '/home/mononoke/GitUploads/depth_and_yolov5/final_results/2channel_PIL/00/000890.png']","[[-1.58918186e+00 -4.99953247e-02 -3.54654309e-02 -1.33724900e+02
  -6.87300000e+00  3.69151000e+02 -2.01446400e-02  4.92827500e-02
  -9.98581700e-01 -3.54136900e-02  9.98122400e-01  4.99745000e-02
   9.99169600e-01  3.63701800e-02 -1.83615300e-02]
 [-1.59286117e+00 -4.15130803e-02 -3.07380377e-02 -1.34710700e+02
  -6.83659600e+00  3.69142000e+02 -2.33277900e-02  4.07933800e-02
  -9.98895300e-01 -3.07067200e-02  9.98666500e-01  4.15011600e-02
   9.99256100e-01  3.16409300e-02 -2.20440500e-02]
 [-1.59641134e+00 -3.96575224e-02 -2.50733209e-02 -1.35699500e+02
  -6.80185200e+00  3.69131300e+02 -2.65978300e-02  3.89795400e-02
  -9.98886000e-01 -2.50509800e-02  9.98899600e-01  3.96471300e-02
   9.99332200e-01  2.60776000e-02 -2.55920800e-02]
 [-1.59976176e+00 -4.58266989e-02 -2.20682980e-02 -1.36693200e+02
  -6.76748600e+00  3.69116700e+02 -2.99647900e-02  4.51412100e-02
  -9.98531100e-01 -2.20433400e-02  9.98706900e-01  4.58106600e-02
   9.99307800e-01  2.33836600e-02 -2.89309800e-02]
 [-1.60255791e+00 -5.23122939e-02 -2.16131063e-02 -1.37686000e+02
  -6.73313200e+00  3.69091400e+02 -3.28782900e-02  5.15635600e-02
  -9.98128400e-01 -2.15818600e-02  9.98398800e-01  5.22884400e-02
   9.99226300e-01  2.32606200e-02 -3.17128000e-02]
 [-1.60479833e+00 -5.39143855e-02 -2.26647904e-02 -1.38667900e+02
  -6.69739000e+00  3.69063000e+02 -3.52072800e-02  5.30728500e-02
  -9.97969800e-01 -2.26299200e-02  9.98290500e-01  5.38882700e-02
   9.99123700e-01  2.44812400e-02 -3.39460600e-02]]"
173,6,"['/home/mononoke/GitUploads/depth_and_yolov5/final_results/2channel_PIL/00/000880.png', '/home/mononoke/GitUploads/depth_and_yolov5/final_results/2channel_PIL/00/000881.png', '/home/mononoke/GitUploads/depth_and_yolov5/final_results/2channel_PIL/00/000882.png', '/home/mononoke/GitUploads/depth_and_yolov5/final_results/2channel_PIL/00/000883.png', '/home/mononoke/GitUploads/depth_and_yolov5/final_results/2channel_PIL/00/000884.png', '/home/mononoke/GitUploads/depth_and_yolov5/final_results/2channel_PIL/00/000885.png']","[[-1.57771797e+00 -4.77905659e-02 -3.69482730e-02 -1.28744200e+02
  -7.03961600e+00  3.69216200e+02 -8.68152800e-03  4.74829400e-02
  -9.98834400e-01 -3.68976900e-02  9.98176500e-01  4.77723800e-02
   9.99281300e-01  3.72694100e-02 -6.91368800e-03]
 [-1.57809926e+00 -4.88877313e-02 -3.71552592e-02 -1.29739200e+02
  -7.01005300e+00  3.69205900e+02 -9.11307700e-03  4.85619400e-02
  -9.98778600e-01 -3.71023300e-02  9.98115900e-01  4.88682600e-02
   9.99269900e-01  3.75023600e-02 -7.29414600e-03]
 [-1.57990546e+00 -5.20109365e-02 -3.85075761e-02 -1.30738100e+02
  -6.97878200e+00  3.69191300e+02 -1.11035900e-02  5.15961000e-02
  -9.98606300e-01 -3.84460000e-02  9.97907400e-01  5.19874900e-02
   9.99198900e-01  3.89696700e-02 -9.09669000e-03]
 [-1.58249912e+00 -5.63044720e-02 -3.82195351e-02 -1.31738600e+02
  -6.94465800e+00  3.69175400e+02 -1.38441000e-02  5.57826200e-02
  -9.98347000e-01 -3.81496800e-02  9.97686200e-01  5.62747300e-02
   9.99176100e-01  3.88656900e-02 -1.16839800e-02]
 [-1.58577605e+00 -5.72159128e-02 -3.86373026e-02 -1.32737000e+02
  -6.90915200e+00  3.69161300e+02 -1.71766400e-02  5.65569900e-02
  -9.98251600e-01 -3.85644800e-02  9.97618500e-01  5.71847000e-02
   9.99108400e-01  3.94792900e-02 -1.49546500e-02]
 [-1.58918186e+00 -4.99953247e-02 -3.54654309e-02 -1.33724900e+02
  -6.87300000e+00  3.69151000e+02 -2.01446400e-02  4.92827500e-02
  -9.98581700e-01 -3.54136900e-02  9.98122400e-01  4.99745000e-02
   9.99169600e-01  3.63701800e-02 -1.83615300e-02]]"
